actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,source_action_ids_json,step_index
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",8,"[""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=1""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,13,21,23,24,26,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[21],[13,35],[23],[6],[24],[8],[26],[29]]",176
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",8,"[""0|tile=18|consumed=|from=-1|flags=1"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,18,21,23,24,26,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[18],[21],[23],[6],[24],[8],[26],[29]]",192
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",8,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=1"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,15,18,21,24,26,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[18],[21],[6],[15],[24],[8],[26],[29]]",208
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",7,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=1"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,15,18,21,26,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[18],[21],[6],[15],[8],[26],[29]]",224
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",7,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=1"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,15,18,26,27,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[18],[6],[15],[8],[26],[27],[29]]",240
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",7,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[8,14,15,18,26,27,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[18],[14],[15],[8],[26],[27],[29]]",254
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",e77b49e4,[],[42],"""""","""""",6,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=1"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[8,15,18,26,27,29,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[18],[15],[8],[26],[27],[29]]",270
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",10,"[""0|tile=20|consumed=|from=-1|flags=1"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[7,16,20,21,22,23,25,26,32,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[21],[22,36],[22,36],[23],[7],[16],[25],[26],[32]]",128
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",10,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=1"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,16,20,21,22,23,25,26,32,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[21],[22,36],[22,36],[23],[6],[16],[25],[26],[32]]",144
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",9,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=1"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,16,20,22,23,25,26,32,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[22,36],[22,36],[23],[6],[16],[25],[26],[32]]",160
