approx_kl_vs_prior,autopilot_terminal_count,batch_size,checkpoint_path,checkpoint_sha256,clip_fraction_vs_prior,config_key,config_key_label,config_path,diagnostic_only,entropy_coef,episodes,eval_episodes,eval_fourth_rate,eval_learner_deal_in_rate,eval_learner_win_rate,eval_mean_rank,eval_rank_pt,eval_seat_rotation,fallback_rate_fail_closed,forced_terminal_missed_fail_closed,forced_terminal_preempt_count,illegal_action_rate_fail_closed,learner_seats,lr,mean_delta_needed_to_flip_top1,neural_delta_abs_max,neural_delta_abs_mean,neural_delta_abs_min,neural_delta_abs_std,opponent_mode,p50_delta_needed_to_flip_top1,p90_delta_needed_to_flip_top1,ratio_vs_prior_mean,ratio_vs_prior_std,rerun_config_id,rule_agreement,rule_kl_coef,rule_score_scale,scaled_prior_margin_mean,scaled_prior_margin_p50,seed_hash,seed_registry_id,source_config_id,source_type,top1_action_changed_rate,training
9.31558815864264e-07,12,946,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,3.0001213550567627,0.00023778289323672652,0.0001225148735102266,5.717120075132698e-06,3.309926614747383e-05,rulebase,3.0000081062316895,3.0009546279907227,0.9999991059303284,1.2305927157285623e-05,0,1.0,0.01,1.0,3.0001208782196045,3.0,1a118258d3dc9335,base=202604260000:stride=1:count=16,93,checkpoint,0.0,False
0.49523845314979553,12,951,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.9999999403953552,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,1.500065565109253,0.0002514548832550645,0.00012201438221381977,1.284437530557625e-05,3.4031691029667854e-05,rulebase,1.5000072717666626,1.5004584789276123,0.7593674063682556,0.6223698854446411,0,1.0,0.01,0.5,1.5000646114349365,1.5,1a118258d3dc9335,base=202604260000:stride=1:count=16,93,checkpoint,0.0,False
0.8904972672462463,12,817,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,1.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,0.7500327825546265,0.0002473923668731004,0.00011699764581862837,1.3425953511614352e-05,3.211041621398181e-05,rulebase,0.7500059008598328,0.7502076029777527,0.7084510326385498,0.8784372806549072,0,1.0,0.01,0.25,0.7500339150428772,0.75,1a118258d3dc9335,base=202604260000:stride=1:count=16,93,checkpoint,0.0,False
1.104672908782959,12,936,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,1.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,0.30001547932624817,0.0002315578458365053,0.0001207314053317532,1.0678239050321281e-05,3.258837023167871e-05,rulebase,0.3000110387802124,0.3000773787498474,0.745227038860321,1.031415343284607,0,1.0,0.01,0.1,0.3000149428844452,0.30000001192092896,1a118258d3dc9335,base=202604260000:stride=1:count=16,93,checkpoint,0.0,False
-5.054121743341966e-08,12,947,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/policy_final.pt,2d5c4cc89f71d05a950c07e153da02ed7943eea80161e9f54d06530ec3c96994,0.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.05}",rule_prior_greedy/rule_kl=0.05/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,3.0001296997070312,0.0002199986483901739,0.0001562837860547006,9.63593483902514e-05,1.9481001800158992e-05,rule_prior_greedy,3.0000076293945312,3.0009772777557373,1.0000001192092896,5.567844709730707e-06,1,1.0,0.05,1.0,3.000126600265503,3.0,1a118258d3dc9335,base=202604260000:stride=1:count=16,57,checkpoint,0.0,False
0.5124788284301758,12,947,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/policy_final.pt,2d5c4cc89f71d05a950c07e153da02ed7943eea80161e9f54d06530ec3c96994,1.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.05}",rule_prior_greedy/rule_kl=0.05/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,1.5000730752944946,0.0002261882327729836,0.00015613286814186722,9.455398685531691e-05,2.0077779481653124e-05,rule_prior_greedy,1.5000079870224,1.5004833936691284,0.7400498986244202,0.6036438345909119,1,1.0,0.05,0.5,1.5000696182250977,1.5,1a118258d3dc9335,base=202604260000:stride=1:count=16,57,checkpoint,0.0,False
0.8771345615386963,12,973,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/policy_final.pt,2d5c4cc89f71d05a950c07e153da02ed7943eea80161e9f54d06530ec3c96994,1.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.05}",rule_prior_greedy/rule_kl=0.05/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,0.7500355839729309,0.0002182610478485003,0.00015592249110341072,9.536978177493438e-05,1.9622331819846295e-05,rule_prior_greedy,0.7500070929527283,0.7502261400222778,0.7153965830802917,0.8786602020263672,1,1.0,0.05,0.25,0.7500329613685608,0.75,1a118258d3dc9335,base=202604260000:stride=1:count=16,57,checkpoint,0.0,False
1.1185699701309204,12,893,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/policy_final.pt,2d5c4cc89f71d05a950c07e153da02ed7943eea80161e9f54d06530ec3c96994,1.0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.05}",rule_prior_greedy/rule_kl=0.05/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_001_source_57/config.json,True,0.01,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],3e-05,0.300016850233078,0.00023076284560374916,0.0001550295710330829,9.503883484285325e-05,1.9194467313354835e-05,rule_prior_greedy,0.30000776052474976,0.30007877945899963,0.7338516712188721,1.0193074941635132,1,1.0,0.05,0.1,0.3000134527683258,0.30000001192092896,1a118258d3dc9335,base=202604260000:stride=1:count=16,57,checkpoint,0.0,False
1.1474294296931475e-05,12,894,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/policy_final.pt,09f2aa9a65639583a79695c5eca26f8361c4d60ca447cb1e037aae0a0360268a,0.0,"{""entropy_coef"":0.005,""lr"":0.0003,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.0}",rule_prior_greedy/rule_kl=0/entropy=0.005/lr=0.0003,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/config.json,True,0.005,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],0.0003,3.0001277923583984,0.0011041753459721804,0.0002051393676083535,1.4435499906539917e-08,0.00016579500515945256,rule_prior_greedy,3.000020980834961,3.000901460647583,0.9999885559082031,5.5929660447873175e-05,3,1.0,0.0,1.0,3.000140905380249,3.0,1a118258d3dc9335,base=202604260000:stride=1:count=16,8,checkpoint,0.0,False
0.5265440344810486,12,864,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/policy_final.pt,09f2aa9a65639583a79695c5eca26f8361c4d60ca447cb1e037aae0a0360268a,1.0,"{""entropy_coef"":0.005,""lr"":0.0003,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.0}",rule_prior_greedy/rule_kl=0/entropy=0.005/lr=0.0003,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/config.json,True,0.005,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],0.0003,1.5000536441802979,0.0010287521872669458,0.00020505909924395382,2.5902409106492996e-09,0.00016260523989330977,rule_prior_greedy,1.5000218152999878,1.5003843307495117,0.7260401844978333,0.5925512313842773,3,1.0,0.0,0.5,1.5000624656677246,1.5,1a118258d3dc9335,base=202604260000:stride=1:count=16,8,checkpoint,0.0,False
0.8637082576751709,12,892,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/policy_final.pt,09f2aa9a65639583a79695c5eca26f8361c4d60ca447cb1e037aae0a0360268a,1.0,"{""entropy_coef"":0.005,""lr"":0.0003,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.0}",rule_prior_greedy/rule_kl=0/entropy=0.005/lr=0.0003,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/config.json,True,0.005,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],0.0003,0.7500298619270325,0.001029293518513441,0.00020632690575439483,1.2759119272232056e-07,0.00016746156325098127,rule_prior_greedy,0.7500229477882385,0.7502439022064209,0.7334904670715332,0.8997371196746826,3,1.0,0.0,0.25,0.750035285949707,0.75,1a118258d3dc9335,base=202604260000:stride=1:count=16,8,checkpoint,0.0,False
1.1323843002319336,12,872,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/policy_final.pt,09f2aa9a65639583a79695c5eca26f8361c4d60ca447cb1e037aae0a0360268a,0.9999999403953552,"{""entropy_coef"":0.005,""lr"":0.0003,""opponent_mode"":""rule_prior_greedy"",""rule_kl_coef"":0.0}",rule_prior_greedy/rule_kl=0/entropy=0.005/lr=0.0003,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_003_source_8/config.json,True,0.005,16,16,0.4375,0.1875,0.1875,2.4375,-0.15625,[0],0.0,0,12,0.0,[0],0.0003,0.29998916387557983,0.0009933148976415396,0.0001973691541934386,1.4813849702477455e-08,0.00016034211148507893,rule_prior_greedy,0.30000394582748413,0.3001518249511719,0.7113019227981567,0.9913128614425659,3,1.0,0.0,0.1,0.30001160502433777,0.30000001192092896,1a118258d3dc9335,base=202604260000:stride=1:count=16,8,checkpoint,0.0,False
